"month","year","monthly_mean"
10,2017,1.58155483870968
11,2017,1.67498083333333
12,2017,1.36377822580645
1,2018,1.24650524193548
2,2018,1.33866383928571
3,2018,1.23928669354839
4,2018,1.27942208333333
5,2018,1.15913225806452
6,2018,0.984038333333333
7,2018,0.964483870967742
8,2018,0.984725403225806
9,2018,1.23080875
10,2018,1.49885967741935
11,2018,1.5386575
12,2018,1.57958951612903
1,2019,1.85967379032258
2,2019,2.39299553571429
3,2019,1.87644798387097
4,2019,1.56101
5,2019,1.17140524193548
6,2019,1.00693958333333
7,2019,0.923674193548387
8,2019,0.959516935483871
9,2019,1.1833775
10,2019,1.60584838709677
11,2019,1.86015125
12,2019,1.73921169354839
1,2020,2.05051129032258
2,2020,1.6814
3,2020,1.55732580645161
4,2020,1.37505833333333
5,2020,1.02819516129032
6,2020,0.999234166666667
7,2020,0.896023387096774
8,2020,0.90065
9,2020,1.06060041666667
10,2020,1.39484475806452
11,2020,1.67384666666667
12,2020,1.48296612903226
1,2021,1.49392540322581
2,2021,1.65269955357143
3,2021,1.50237137096774
4,2021,1.19702708333333
5,2021,1.09688991935484
6,2021,0.962612083333333
7,2021,0.757233870967742
8,2021,0.767758467741936
9,2021,0.94849625
10,2021,1.40531935483871
11,2021,1.45891833333333
12,2021,1.4716564516129
1,2022,1.39011129032258
2,2022,1.55959107142857
3,2022,1.543025
4,2022,1.24030916666667
5,2022,0.913193951612903
6,2022,0.73357125
7,2022,0.757895161290323
8,2022,0.754376209677419
9,2022,1.00295458333333
10,2022,1.46388064516129
11,2022,1.35671333333333
12,2022,1.32695740740741
