system:time_start,undefined
"Jan 1, 2001",17.909
"Jan 9, 2001",20.77
"Jan 17, 2001",20.896
"Jan 25, 2001",20.473
"Feb 2, 2001",18.655
"Feb 10, 2001",18.433
"Feb 18, 2001",16.112
"Feb 26, 2001",18.037
"Mar 6, 2001",18.836
"Mar 14, 2001",19.047
"Mar 22, 2001",15
"Mar 30, 2001",15.64
"Apr 7, 2001",14.833
"Apr 15, 2001",18.58
"Apr 23, 2001",11.606
"May 1, 2001",11.634
"May 9, 2001",10.253
"May 17, 2001",11.65
"May 25, 2001",11.514
"Jun 2, 2001",10.35
"Jun 10, 2001",12.266
"Jul 4, 2001",11.674
"Jul 12, 2001",10.58
"Jul 20, 2001",10.82
"Jul 28, 2001",10.809
"Aug 5, 2001",11.956
"Aug 13, 2001",10.454
"Aug 21, 2001",12.642
"Aug 29, 2001",11.943
"Sep 6, 2001",15.178
"Sep 14, 2001",15.063
"Sep 22, 2001",15.977
"Sep 30, 2001",15.919
"Oct 8, 2001",20.352
"Oct 16, 2001",18.765
"Oct 24, 2001",19.883
"Nov 1, 2001",20.272
"Nov 9, 2001",23.799
"Nov 17, 2001",23.209
"Nov 25, 2001",22.394
"Dec 3, 2001",22.277
"Dec 11, 2001",21.102
"Dec 19, 2001",21.937
"Dec 27, 2001",20.984
"Jan 1, 2002",24.603
"Jan 9, 2002",21.089
"Jan 25, 2002",24.151
"Feb 2, 2002",24.869
"Feb 10, 2002",23.081
"Feb 18, 2002",21.517
"Feb 26, 2002",21.906
"Mar 6, 2002",21.167
"Mar 14, 2002",23.869
"Mar 22, 2002",19.7
"Mar 30, 2002",23.272
"Apr 7, 2002",18.971
"Apr 15, 2002",19.418
"Apr 23, 2002",17.739
"May 1, 2002",16.475
"May 9, 2002",15.146
"May 17, 2002",18.475
"May 25, 2002",10.937
"Jun 2, 2002",12.527
"Jun 10, 2002",15.514
"Jun 18, 2002",12.081
"Jun 26, 2002",10.386
"Jul 4, 2002",11.501
"Jul 12, 2002",12.091
"Jul 20, 2002",11.444
"Jul 28, 2002",9.415
"Aug 5, 2002",9.773
"Aug 13, 2002",10.856
"Aug 21, 2002",12.608
"Aug 29, 2002",12.828
"Sep 6, 2002",12.963
"Sep 14, 2002",15.825
"Sep 22, 2002",15.867
"Sep 30, 2002",17.154
"Oct 8, 2002",16.574
"Oct 16, 2002",19.721
"Oct 24, 2002",18.183
"Nov 1, 2002",23.59
"Nov 9, 2002",21.209
"Nov 17, 2002",25.11
"Nov 25, 2002",23.405
"Dec 3, 2002",24.193
"Dec 11, 2002",25.765
"Dec 19, 2002",22.984
"Dec 27, 2002",18.305
"Jan 1, 2003",24.238
"Jan 9, 2003",24.266
"Jan 17, 2003",20.624
"Jan 25, 2003",22.144
"Feb 2, 2003",20.486
