system:time_start,undefined
"Jan 1, 2001",11.641
"Jan 9, 2001",15.288
"Jan 17, 2001",13.641
"Jan 25, 2001",13.576
"Feb 2, 2001",12.294
"Feb 10, 2001",13.729
"Feb 18, 2001",8.647
"Feb 26, 2001",15.441
"Mar 6, 2001",15.326
"Mar 14, 2001",16
"Mar 22, 2001",12.559
"Mar 30, 2001",13.356
"Apr 7, 2001",10.768
"Apr 15, 2001",14.182
"Apr 23, 2001",10.088
"May 1, 2001",9.471
"May 9, 2001",7.971
"May 17, 2001",8.941
"May 25, 2001",8.885
"Jun 2, 2001",9.356
"Jun 10, 2001",9.856
"Jul 4, 2001",9.712
"Jul 12, 2001",8.5
"Jul 20, 2001",8.768
"Jul 28, 2001",8.441
"Aug 5, 2001",8.268
"Aug 13, 2001",8.326
"Aug 21, 2001",9.238
"Aug 29, 2001",6.359
"Sep 6, 2001",11.124
"Sep 14, 2001",11.5
"Sep 22, 2001",12.029
"Sep 30, 2001",13.894
"Oct 8, 2001",15.356
"Oct 16, 2001",15.094
"Oct 24, 2001",14.853
"Nov 1, 2001",10.888
"Nov 9, 2001",16.124
"Nov 17, 2001",19.682
"Nov 25, 2001",19.365
"Dec 3, 2001",18.691
"Dec 11, 2001",18.632
"Dec 19, 2001",18.085
"Dec 27, 2001",14.388
"Jan 1, 2002",21.465
"Jan 9, 2002",18.059
"Jan 25, 2002",20.118
"Feb 2, 2002",22.924
"Feb 10, 2002",22.453
"Feb 18, 2002",20.662
"Feb 26, 2002",19.924
"Mar 6, 2002",19.279
"Mar 14, 2002",20.329
"Mar 22, 2002",17.721
"Mar 30, 2002",20.3
"Apr 7, 2002",17.538
"Apr 15, 2002",16.979
"Apr 23, 2002",15.653
"May 1, 2002",14.797
"May 9, 2002",12.826
"May 17, 2002",14.588
"May 25, 2002",9.682
"Jun 2, 2002",11.029
"Jun 10, 2002",12.762
"Jun 18, 2002",10.406
"Jun 26, 2002",8.856
"Jul 4, 2002",8.915
"Jul 12, 2002",10.529
"Jul 20, 2002",8.474
"Jul 28, 2002",7.856
"Aug 5, 2002",8.559
"Aug 13, 2002",8.559
"Aug 21, 2002",9.885
"Aug 29, 2002",10.856
"Sep 6, 2002",10.856
"Sep 14, 2002",12.5
"Sep 22, 2002",12.885
"Sep 30, 2002",13.885
"Oct 8, 2002",15.682
"Oct 16, 2002",17.415
"Oct 24, 2002",16.394
"Nov 1, 2002",18.626
"Nov 9, 2002",19.741
"Nov 17, 2002",19.244
"Nov 25, 2002",25.394
"Dec 3, 2002",22.25
"Dec 11, 2002",21.156
"Dec 19, 2002",21.038
"Dec 27, 2002",16.153
"Jan 1, 2003",21.915
"Jan 9, 2003",21.241
"Jan 17, 2003",19.212
"Jan 25, 2003",21.068
"Feb 2, 2003",18.538
"Feb 10, 2003",20.647
"Feb 18, 2003",19.059
"Feb 26, 2003",19.059
"Mar 6, 2003",15.682
"Mar 14, 2003",15.944
"Mar 22, 2003",16.385
"Mar 30, 2003",14.356
"Apr 7, 2003",13.124
"Apr 15, 2003",12.109
"Apr 23, 2003",10.826
"May 1, 2003",11.029
"May 9, 2003",10.791
"May 17, 2003",8.682
"May 25, 2003",10.029
"Jun 2, 2003",10.371
"Jun 10, 2003",7.885
"Jun 18, 2003",7.503
"Jun 26, 2003",6.915
"Jul 4, 2003",8.821
"Jul 12, 2003",9.297
"Jul 20, 2003",7.559
"Jul 28, 2003",7.826
"Aug 5, 2003",7.297
"Aug 13, 2003",7.559
"Aug 21, 2003",6.826
"Aug 29, 2003",8.029
"Sep 6, 2003",9.559
"Sep 14, 2003",8.529
"Sep 22, 2003",8.826
"Sep 30, 2003",9.826
"Oct 8, 2003",12.529
"Oct 16, 2003",14.529
"Oct 24, 2003",16.029
"Nov 1, 2003",15.588
"Nov 9, 2003",16.559
"Nov 17, 2003",17.474
"Nov 25, 2003",18.291
"Dec 3, 2003",19.444
"Dec 11, 2003",18.147
"Dec 19, 2003",16.271
"Dec 27, 2003",19.474
"Jan 1, 2004",15.376
"Jan 9, 2004",14.818
"Jan 17, 2004",13.674
"Jan 25, 2004",16.856
"Feb 2, 2004",15.682
"Feb 10, 2004",17
"Feb 18, 2004",15.559
"Feb 26, 2004",15.559
"Mar 5, 2004",15.029
"Mar 13, 2004",13.856
"Mar 21, 2004",13.029
"Mar 29, 2004",11.856
"Apr 6, 2004",11
"Apr 14, 2004",10.182
"Apr 22, 2004",9.885
"Apr 30, 2004",10
"May 8, 2004",10
"May 16, 2004",9.856
"May 24, 2004",9.529
"Jun 1, 2004",8.856
"Jun 9, 2004",8
"Jun 17, 2004",6.174
"Jun 25, 2004",6.674
"Jul 3, 2004",8
"Jul 11, 2004",8
"Jul 19, 2004",8
"Jul 27, 2004",7.144
"Aug 4, 2004",7.971
"Aug 12, 2004",8
"Aug 20, 2004",8.529
"Aug 28, 2004",10
"Sep 5, 2004",10.826
"Sep 13, 2004",11.529
"Sep 21, 2004",11.971
"Sep 29, 2004",12.826
"Oct 7, 2004",14.5
"Oct 15, 2004",14.5
"Oct 23, 2004",14.971
"Oct 31, 2004",16.797
"Nov 8, 2004",15.526
"Nov 16, 2004",16.971
"Nov 24, 2004",18.412
"Dec 2, 2004",18.412
"Dec 10, 2004",18.094
"Dec 18, 2004",16.826
"Dec 26, 2004",17.059
"Jan 1, 2005",16.776
"Jan 9, 2005",13.797
"Jan 17, 2005",13.471
"Jan 25, 2005",12.856
"Feb 2, 2005",12.856
"Feb 10, 2005",12.385
"Feb 18, 2005",13.059
"Feb 26, 2005",13.241
"Mar 6, 2005",12.385
"Mar 14, 2005",11.529
"Mar 22, 2005",12.385
"Mar 30, 2005",11.826
"Apr 7, 2005",10.826
"Apr 15, 2005",11.115
"Apr 23, 2005",10.971
"May 1, 2005",10.529
"May 9, 2005",10.5
"May 17, 2005",10.559
"May 25, 2005",10.529
"Jun 2, 2005",9.559
"Jun 10, 2005",10.732
"Jun 18, 2005",8.856
"Jun 26, 2005",9.232
"Jul 4, 2005",10.712
"Jul 12, 2005",10
"Jul 20, 2005",9.385
"Jul 28, 2005",9.415
"Aug 5, 2005",9.559
"Aug 13, 2005",9.385
"Aug 21, 2005",9.529
"Aug 29, 2005",10.144
"Sep 6, 2005",10.385
"Sep 14, 2005",10.529
"Sep 22, 2005",10.826
"Sep 30, 2005",13
"Oct 8, 2005",13.682
"Oct 16, 2005",14.529
"Oct 24, 2005",14.5
"Nov 1, 2005",15.385
"Nov 9, 2005",15.385
"Nov 17, 2005",15.826
"Nov 25, 2005",16.415
"Dec 3, 2005",15.682
"Dec 11, 2005",15.941
"Dec 19, 2005",14.682
"Dec 27, 2005",14.559
"Jan 1, 2006",13.029
"Jan 9, 2006",12.182
"Jan 17, 2006",12.559
"Jan 25, 2006",14.212
"Feb 2, 2006",13.153
"Feb 10, 2006",13.241
"Feb 18, 2006",12.415
"Feb 26, 2006",11.856
"Mar 6, 2006",12.559
"Mar 14, 2006",11.559
"Mar 22, 2006",12.703
"Mar 30, 2006",12.232
"Apr 7, 2006",12.232
"Apr 15, 2006",10.559
"Apr 23, 2006",10.385
"May 1, 2006",9.559
"May 9, 2006",9.703
"May 17, 2006",9.559
"May 25, 2006",9.144
"Jun 2, 2006",8.703
"Jun 10, 2006",8.029
"Jun 18, 2006",8.559
"Jun 26, 2006",8
"Jul 4, 2006",8.529
"Jul 12, 2006",8.559
"Jul 20, 2006",8.559
"Jul 28, 2006",8.559
"Aug 5, 2006",8.529
"Aug 13, 2006",8.529
"Aug 21, 2006",8.674
"Aug 29, 2006",8.971
"Sep 6, 2006",9.856
"Sep 14, 2006",10
"Sep 22, 2006",10.826
"Sep 30, 2006",11.682
"Oct 8, 2006",11.856
"Oct 16, 2006",12.559
"Oct 24, 2006",13.415
"Nov 1, 2006",14.118
"Nov 9, 2006",15.262
"Nov 17, 2006",15.559
"Nov 25, 2006",15.262
"Dec 3, 2006",15.262
"Dec 11, 2006",15.703
"Dec 19, 2006",15.703
"Dec 27, 2006",17.559
"Jan 1, 2007",19.094
"Jan 9, 2007",20.297
"Jan 17, 2007",20.594
"Jan 25, 2007",19.653
"Feb 2, 2007",20.356
"Feb 10, 2007",20.182
"Feb 18, 2007",19.653
"Feb 26, 2007",18.212
"Mar 6, 2007",17.085
"Mar 14, 2007",13.182
"Mar 22, 2007",13.979
"Mar 30, 2007",13.826
"Apr 7, 2007",14.509
"Apr 15, 2007",14.682
"Apr 23, 2007",16.068
"May 1, 2007",13.826
"May 9, 2007",14.653
"May 17, 2007",13.153
"May 25, 2007",12.797
"Jun 2, 2007",12.653
"Jun 10, 2007",11.385
"Jun 18, 2007",10.529
"Jun 26, 2007",9.529
"Jul 4, 2007",9.385
"Jul 12, 2007",9.529
"Jul 20, 2007",9.356
"Jul 28, 2007",8.529
"Aug 5, 2007",9.385
"Aug 13, 2007",8.529
"Aug 21, 2007",7.529
"Aug 29, 2007",7.826
"Sep 6, 2007",10.653
"Sep 14, 2007",10.797
"Sep 22, 2007",11.624
"Sep 30, 2007",12.653
"Oct 8, 2007",13.268
"Oct 16, 2007",14.268
"Oct 24, 2007",15.268
"Nov 1, 2007",17.971
"Nov 9, 2007",17.326
"Nov 17, 2007",18.441
"Nov 25, 2007",17.797
"Dec 3, 2007",17.856
"Dec 11, 2007",17.297
"Dec 19, 2007",17.238
"Dec 27, 2007",17.356
"Jan 1, 2008",17.979
"Jan 9, 2008",18.153
"Jan 17, 2008",19.682
"Jan 25, 2008",18.885
"Feb 2, 2008",19.385
"Feb 10, 2008",19.706
"Feb 18, 2008",18.029
"Feb 26, 2008",18.059
"Mar 5, 2008",18
"Mar 13, 2008",17.559
"Mar 21, 2008",16.674
"Mar 29, 2008",16.762
"Apr 6, 2008",15.262
"Apr 14, 2008",14.291
"Apr 22, 2008",11.732
"Apr 30, 2008",11
"May 8, 2008",10.559
"May 16, 2008",10.029
"May 24, 2008",10
"Jun 1, 2008",10.826
"Jun 9, 2008",9.826
"Jun 17, 2008",9.856
"Jun 25, 2008",9.826
"Jul 3, 2008",9.826
"Jul 11, 2008",9.415
"Jul 19, 2008",9.529
"Jul 27, 2008",9.385
"Aug 4, 2008",9.826
"Aug 12, 2008",9.682
"Aug 20, 2008",8.856
"Aug 28, 2008",11.479
"Sep 5, 2008",11.212
"Sep 13, 2008",11.212
"Sep 21, 2008",12.415
"Sep 29, 2008",11.979
"Oct 7, 2008",14.182
"Oct 15, 2008",14.682
"Oct 23, 2008",16.241
"Oct 31, 2008",15.885
"Nov 8, 2008",18.306
"Nov 16, 2008",16.421
"Nov 24, 2008",17.153
"Dec 2, 2008",17.297
"Dec 10, 2008",17.153
"Dec 18, 2008",16.797
"Dec 26, 2008",16.738
"Jan 1, 2009",15.738
"Jan 9, 2009",14.826
"Jan 17, 2009",15.856
"Jan 25, 2009",15.065
"Feb 2, 2009",17.385
"Feb 10, 2009",16.935
