system:time_start,undefined
"Jan 1, 2001",206.403
"Jan 9, 2001",250.648
"Jan 17, 2001",208.755
"Jan 25, 2001",195.811
"Feb 2, 2001",151.745
"Feb 10, 2001",181.806
"Feb 18, 2001",174.036
"Feb 26, 2001",174.459
"Mar 6, 2001",123.732
"Mar 14, 2001",158.235
"Mar 22, 2001",118
"Mar 30, 2001",125.235
"Apr 7, 2001",118.067
"Apr 15, 2001",134.526
"Apr 23, 2001",
"May 1, 2001",
"May 9, 2001",72
"May 17, 2001",91.087
"May 25, 2001",88.117
"Jun 2, 2001",105.368
"Jun 10, 2001",96.602
"Jun 18, 2001",38.138
"Jul 4, 2001",75.577
"Jul 12, 2001",69.122
"Jul 20, 2001",58.286
"Jul 28, 2001",68.922
"Aug 5, 2001",64.796
"Aug 13, 2001",62
"Aug 21, 2001",70.867
"Aug 29, 2001",102.01
"Sep 6, 2001",94.607
"Sep 14, 2001",93.265
"Sep 22, 2001",113.393
"Sep 30, 2001",
"Oct 8, 2001",175.663
"Oct 16, 2001",202.276
"Oct 24, 2001",210.133
"Nov 1, 2001",172.893
"Nov 9, 2001",260.122
"Nov 17, 2001",252.592
"Nov 25, 2001",274.489
"Dec 3, 2001",252.454
"Dec 11, 2001",253.495
"Dec 19, 2001",239.612
"Dec 27, 2001",196.867
"Jan 1, 2002",339.643
"Jan 9, 2002",210.107
"Jan 17, 2002",208.612
"Jan 25, 2002",204.76
"Feb 2, 2002",237.051
"Feb 10, 2002",237.24
"Feb 18, 2002",188
"Feb 26, 2002",180.24
"Mar 6, 2002",194.602
"Mar 14, 2002",196.602
"Mar 22, 2002",
"Mar 30, 2002",168.06
"Apr 7, 2002",185.515
"Apr 15, 2002",148.745
"Apr 23, 2002",112.087
"May 1, 2002",104.107
"May 9, 2002",108.628
"May 17, 2002",88.587
"May 25, 2002",
"Jun 2, 2002",87.964
"Jun 10, 2002",66.26
"Jun 18, 2002",
"Jun 26, 2002",57.612
"Jul 4, 2002",71
"Jul 12, 2002",59.347
"Jul 20, 2002",70.933
"Jul 28, 2002",68.821
"Aug 5, 2002",73.224
"Aug 13, 2002",72.332
"Aug 21, 2002",85
"Aug 29, 2002",76.423
"Sep 6, 2002",87.026
"Sep 14, 2002",102.922
"Sep 22, 2002",118.765
"Sep 30, 2002",142.097
"Oct 8, 2002",175.352
"Oct 16, 2002",181.464
"Oct 24, 2002",152.592
"Nov 1, 2002",199.107
"Nov 9, 2002",228.036
"Nov 17, 2002",199.2
"Nov 25, 2002",298.713
"Dec 3, 2002",254.429
"Dec 11, 2002",221
"Dec 19, 2002",225.347
"Dec 27, 2002",
"Jan 1, 2003",309.704
"Jan 9, 2003",266.454
