system:time_start,undefined
"Jan 1, 2001",201.278
"Jan 9, 2001",218.423
"Jan 17, 2001",208.567
"Jan 25, 2001",193.749
"Feb 2, 2001",158.907
"Feb 10, 2001",191.773
"Feb 18, 2001",185.808
"Feb 26, 2001",184.749
"Mar 6, 2001",193.229
"Mar 14, 2001",152.309
"Mar 22, 2001",119.265
"Mar 30, 2001",135.942
"Apr 7, 2001",133.46
"Apr 15, 2001",145.354
"Apr 23, 2001",
"May 1, 2001",
"May 9, 2001",72
"May 17, 2001",93.503
"May 25, 2001",88.505
"Jun 2, 2001",109
"Jun 10, 2001",97.632
"Jun 18, 2001",40.997
"Jul 4, 2001",76.935
"Jul 12, 2001",69.175
"Jul 20, 2001",60.455
"Jul 28, 2001",71.435
"Aug 5, 2001",73.113
"Aug 13, 2001",64.529
"Aug 21, 2001",79.749
"Aug 29, 2001",103.56
"Sep 6, 2001",103.55
"Sep 14, 2001",103.344
"Sep 22, 2001",117.619
"Sep 30, 2001",
"Oct 8, 2001",184.368
"Oct 16, 2001",214.392
"Oct 24, 2001",214.636
"Nov 1, 2001",174.447
"Nov 9, 2001",266.223
"Nov 17, 2001",257.804
"Nov 25, 2001",277.047
"Dec 3, 2001",271.045
"Dec 11, 2001",226.227
"Dec 19, 2001",248.725
"Dec 27, 2001",231.787
"Jan 1, 2002",371.323
"Jan 9, 2002",169.01
"Jan 17, 2002",197.515
"Jan 25, 2002",184.574
"Feb 2, 2002",217.034
"Feb 10, 2002",283.907
"Feb 18, 2002",236.302
"Feb 26, 2002",199.546
"Mar 6, 2002",193.976
"Mar 14, 2002",194.883
"Mar 22, 2002",
"Mar 30, 2002",190.576
"Apr 7, 2002",196.43
"Apr 15, 2002",154.275
"Apr 23, 2002",109.388
"May 1, 2002",107.491
"May 9, 2002",117.78
"May 17, 2002",88.897
"May 25, 2002",
"Jun 2, 2002",88.357
"Jun 10, 2002",63.375
"Jun 18, 2002",
"Jun 26, 2002",57.175
"Jul 4, 2002",67.304
"Jul 12, 2002",56.313
