system:time_start,undefined
"Jan 1, 2001",213.827
"Jan 9, 2001",239.306
"Jan 17, 2001",212.051
"Jan 25, 2001",210.704
"Feb 2, 2001",181.653
"Feb 10, 2001",190.122
"Feb 18, 2001",196.827
"Feb 26, 2001",214.837
"Mar 6, 2001",261.418
"Mar 14, 2001",153.38
"Mar 22, 2001",102.98
"Mar 30, 2001",163.755
"Apr 7, 2001",171.261
"Apr 15, 2001",156.531
"Apr 23, 2001",
"May 1, 2001",107
"May 9, 2001",
"May 17, 2001",94.286
"May 25, 2001",86.071
"Jun 2, 2001",103
"Jun 10, 2001",93.082
"Jun 18, 2001",40.02
"Jul 4, 2001",72.255
"Jul 12, 2001",66.949
"Jul 20, 2001",58.602
"Jul 28, 2001",63.073
"Aug 5, 2001",70.969
"Aug 13, 2001",66
"Aug 21, 2001",73.327
"Aug 29, 2001",99.398
"Sep 6, 2001",100.5
"Sep 14, 2001",91.918
"Sep 22, 2001",113.653
"Sep 30, 2001",
"Oct 8, 2001",161.745
"Oct 16, 2001",214.031
"Oct 24, 2001",189.745
"Nov 1, 2001",175.633
"Nov 9, 2001",273.612
"Nov 17, 2001",269.531
"Nov 25, 2001",242.327
"Dec 3, 2001",243.459
"Dec 11, 2001",236.316
"Dec 19, 2001",243.52
"Dec 27, 2001",187.102
"Jan 1, 2002",303.786
"Jan 9, 2002",196.104
"Jan 17, 2002",227.48
"Jan 25, 2002",228.449
"Feb 2, 2002",259.878
"Feb 10, 2002",284.663
"Feb 18, 2002",225.98
"Feb 26, 2002",207.378
"Mar 6, 2002",207.276
"Mar 14, 2002",202.888
"Mar 22, 2002",
"Mar 30, 2002",189.204
"Apr 7, 2002",185.888
"Apr 15, 2002",147.776
"Apr 23, 2002",112
"May 1, 2002",104.5
"May 9, 2002",117.582
"May 17, 2002",90.184
"May 25, 2002",
"Jun 2, 2002",88.898
"Jun 10, 2002",62.184
"Jun 18, 2002",
"Jun 26, 2002",57.949
"Jul 4, 2002",
"Jul 12, 2002",58.031
"Jul 20, 2002",70.061
"Jul 28, 2002",68.969
"Aug 5, 2002",66.214
"Aug 13, 2002",66.918
"Aug 21, 2002",86.684
"Aug 29, 2002",77.316
"Sep 6, 2002",92.98
"Sep 14, 2002",93.714
"Sep 22, 2002",124.031
"Sep 30, 2002",140.184
"Oct 8, 2002",193.857
"Oct 16, 2002",193.388
"Oct 24, 2002",161.714
"Nov 1, 2002",196.031
"Nov 9, 2002",254.286
"Nov 17, 2002",213.786
"Nov 25, 2002",338.531
"Dec 3, 2002",265.949
"Dec 11, 2002",382.859
"Dec 19, 2002",223.042
"Dec 27, 2002",
"Jan 1, 2003",293.48
"Jan 9, 2003",225.061
"Jan 17, 2003",230.571
"Jan 25, 2003",284.459
"Feb 2, 2003",143.143
"Feb 10, 2003",252.776
"Feb 18, 2003",194.286
"Feb 26, 2003",251.449
"Mar 6, 2003",
"Mar 14, 2003",185.918
"Mar 22, 2003",190
"Mar 30, 2003",170
"Apr 7, 2003",142.763
"Apr 15, 2003",117.337
"Apr 23, 2003",
"May 1, 2003",91.102
"May 9, 2003",94.102
"May 17, 2003",
"May 25, 2003",81.99
"Jun 2, 2003",71.949
"Jun 10, 2003",
"Jun 18, 2003",60.173
"Jun 26, 2003",97.061
"Jul 4, 2003",70
"Jul 12, 2003",74
"Jul 20, 2003",74.041
"Jul 28, 2003",96
"Aug 5, 2003",73.929
"Aug 13, 2003",71.378
"Aug 21, 2003",86
"Aug 29, 2003",101.551
"Sep 6, 2003",96
"Sep 14, 2003",93.673
"Sep 22, 2003",111.02
"Sep 30, 2003",148.837
"Oct 8, 2003",105.959
"Oct 16, 2003",160
"Oct 24, 2003",154.531
"Nov 1, 2003",166.143
"Nov 9, 2003",180.663
"Nov 17, 2003",186.255
"Nov 25, 2003",224.286
"Dec 3, 2003",221.959
"Dec 11, 2003",
"Dec 19, 2003",
"Dec 27, 2003",158.041
"Jan 1, 2004",251.286
"Jan 9, 2004",248.939
"Jan 17, 2004",
"Jan 25, 2004",240.01
"Feb 2, 2004",224.653
"Feb 10, 2004",250.184
"Feb 18, 2004",191.898
"Feb 26, 2004",192.459
"Mar 5, 2004",174.02
"Mar 13, 2004",178.684
"Mar 21, 2004",169.541
"Mar 29, 2004",124.969
"Apr 6, 2004",143.051
"Apr 14, 2004",107.141
"Apr 22, 2004",95.102
"Apr 30, 2004",93.98
"May 8, 2004",116.071
"May 16, 2004",71.061
"May 24, 2004",84.704
"Jun 1, 2004",82.224
"Jun 9, 2004",67.051
"Jun 17, 2004",83.153
"Jun 25, 2004",100.022
"Jul 3, 2004",60.52
"Jul 11, 2004",55.01
"Jul 19, 2004",62.061
"Jul 27, 2004",72
"Aug 4, 2004",67
"Aug 12, 2004",73
"Aug 20, 2004",72.062
"Aug 28, 2004",113.98
"Sep 5, 2004",114.582
"Sep 13, 2004",117.959
"Sep 21, 2004",141.051
"Sep 29, 2004",122.98
"Oct 7, 2004",146.357
"Oct 15, 2004",169.684
"Oct 23, 2004",154.378
"Oct 31, 2004",202.888
"Nov 8, 2004",
"Nov 16, 2004",268.704
"Nov 24, 2004",291.48
"Dec 2, 2004",268.939
"Dec 10, 2004",302.755
"Dec 18, 2004",267.071
"Dec 26, 2004",
"Jan 1, 2005",195.347
"Jan 9, 2005",160.245
"Jan 17, 2005",160.827
"Jan 25, 2005",153.929
"Feb 2, 2005",124.041
"Feb 10, 2005",180.908
"Feb 18, 2005",294.898
"Feb 26, 2005",236.969
"Mar 6, 2005",117.684
"Mar 14, 2005",124.25
"Mar 22, 2005",144.633
"Mar 30, 2005",147.98
"Apr 7, 2005",
"Apr 15, 2005",141.878
"Apr 23, 2005",109.5
"May 1, 2005",101.153
"May 9, 2005",106.969
"May 17, 2005",92.857
"May 25, 2005",97.551
"Jun 2, 2005",113.255
"Jun 10, 2005",
"Jun 18, 2005",80
"Jun 26, 2005",110.033
"Jul 4, 2005",76.082
"Jul 12, 2005",
"Jul 20, 2005",67.959
"Jul 28, 2005",93
"Aug 5, 2005",77.571
"Aug 13, 2005",
"Aug 21, 2005",97.337
"Aug 29, 2005",104.153
"Sep 6, 2005",106.837
"Sep 14, 2005",136.061
"Sep 22, 2005",127
"Sep 30, 2005",
"Oct 8, 2005",186.071
"Oct 16, 2005",174.265
"Oct 24, 2005",175.327
"Nov 1, 2005",174.133
"Nov 9, 2005",194.245
"Nov 17, 2005",248.571
"Nov 25, 2005",212.949
"Dec 3, 2005",216
"Dec 11, 2005",234.694
"Dec 19, 2005",205.469
"Dec 27, 2005",113.755
"Jan 1, 2006",143.459
"Jan 9, 2006",112.133
"Jan 17, 2006",121.066
"Jan 25, 2006",227.827
"Feb 2, 2006",182.194
"Feb 10, 2006",133.122
"Feb 18, 2006",127
"Feb 26, 2006",135.011
"Mar 6, 2006",129.816
"Mar 14, 2006",112.812
"Mar 22, 2006",137.306
"Mar 30, 2006",108.99
"Apr 7, 2006",112.49
"Apr 15, 2006",61
"Apr 23, 2006",65.776
"May 1, 2006",79.755
"May 9, 2006",67.816
"May 17, 2006",54.448
"May 25, 2006",
"Jun 2, 2006",73.857
"Jun 10, 2006",76.875
"Jun 18, 2006",85.255
"Jun 26, 2006",
"Jul 4, 2006",81.276
"Jul 12, 2006",98.224
"Jul 20, 2006",86.582
"Jul 28, 2006",62.071
"Aug 5, 2006",97.827
"Aug 13, 2006",94.867
"Aug 21, 2006",72.582
"Aug 29, 2006",81
"Sep 6, 2006",96.878
"Sep 14, 2006",100.245
"Sep 22, 2006",98.194
"Sep 30, 2006",132.602
"Oct 8, 2006",120.01
"Oct 16, 2006",155.602
"Oct 24, 2006",142.541
"Nov 1, 2006",174.551
"Nov 9, 2006",184.816
"Nov 17, 2006",198.5
"Nov 25, 2006",189.418
"Dec 3, 2006",194.918
"Dec 11, 2006",138.184
"Dec 19, 2006",187.939
"Dec 27, 2006",144.888
"Jan 1, 2007",258.122
"Jan 9, 2007",244.531
"Jan 17, 2007",276.071
"Jan 25, 2007",289.531
"Feb 2, 2007",241.112
"Feb 10, 2007",253.969
"Feb 18, 2007",274.531
"Feb 26, 2007",
"Mar 6, 2007",227.786
"Mar 14, 2007",173
"Mar 22, 2007",62
"Mar 30, 2007",205.541
"Apr 7, 2007",197.347
"Apr 15, 2007",168.714
"Apr 23, 2007",157.918
"May 1, 2007",127.265
"May 9, 2007",121.816
"May 17, 2007",85.918
"May 25, 2007",77.765
"Jun 2, 2007",81.847
"Jun 10, 2007",
"Jun 18, 2007",
"Jun 26, 2007",81.071
"Jul 4, 2007",73.143
"Jul 12, 2007",61.071
"Jul 20, 2007",60
"Jul 28, 2007",62.163
"Aug 5, 2007",77.041
"Aug 13, 2007",
"Aug 21, 2007",86.01
"Aug 29, 2007",
"Sep 6, 2007",
"Sep 14, 2007",126.031
"Sep 22, 2007",140.561
"Sep 30, 2007",151.561
"Oct 8, 2007",187.878
"Oct 16, 2007",230.082
"Oct 24, 2007",241.857
"Nov 1, 2007",270.214
"Nov 9, 2007",241.51
"Nov 17, 2007",286.051
"Nov 25, 2007",290.939
"Dec 3, 2007",295.643
"Dec 11, 2007",242.255
"Dec 19, 2007",238.643
"Dec 27, 2007",152.735
"Jan 1, 2008",268.153
"Jan 9, 2008",197.99
"Jan 17, 2008",275.357
"Jan 25, 2008",197.694
"Feb 2, 2008",245.235
"Feb 10, 2008",228.449
"Feb 18, 2008",207.286
"Feb 26, 2008",142.469
"Mar 5, 2008",177.449
"Mar 13, 2008",176.796
"Mar 21, 2008",154.724
"Mar 29, 2008",
"Apr 6, 2008",121.408
"Apr 14, 2008",134
"Apr 22, 2008",97
"Apr 30, 2008",76.878
"May 8, 2008",63.102
"May 16, 2008",92.687
"May 24, 2008",70.429
"Jun 1, 2008",65.357
"Jun 9, 2008",61
"Jun 17, 2008",76
"Jun 25, 2008",81.184
"Jul 3, 2008",
"Jul 11, 2008",80.602
"Jul 19, 2008",87.367
"Jul 27, 2008",93.929
"Aug 4, 2008",72.469
"Aug 12, 2008",88.898
"Aug 20, 2008",98.204
"Aug 28, 2008",95.449
"Sep 5, 2008",
"Sep 13, 2008",102.52
"Sep 21, 2008",110.111
"Sep 29, 2008",132.541
"Oct 7, 2008",167.908
"Oct 15, 2008",189.245
"Oct 23, 2008",188
"Oct 31, 2008",248.214
"Nov 8, 2008",333.806
"Nov 16, 2008",263.306
"Nov 24, 2008",269.949
"Dec 2, 2008",248.398
"Dec 10, 2008",243.939
"Dec 18, 2008",259.02
"Dec 26, 2008",224.857
"Jan 1, 2009",309.337
"Jan 9, 2009",210.469
"Jan 17, 2009",153.245
"Jan 25, 2009",206.765
"Feb 2, 2009",189.633
"Feb 10, 2009",192.724
"Feb 18, 2009",228.071
"Feb 26, 2009",
"Mar 6, 2009",189.115
"Mar 14, 2009",245.51
"Mar 22, 2009",224.357
"Mar 30, 2009",192.449
"Apr 7, 2009",190.184
"Apr 15, 2009",105.071
"Apr 23, 2009",95.98
"May 1, 2009",
"May 9, 2009",
"May 17, 2009",77
"May 25, 2009",62.214
"Jun 2, 2009",65.5
"Jun 10, 2009",73.031
"Jun 18, 2009",64.071
"Jun 26, 2009",58.99
"Jul 4, 2009",76.092
"Jul 12, 2009",79.959
"Jul 20, 2009",
"Jul 28, 2009",62.857
"Aug 5, 2009",63.01
"Aug 13, 2009",
"Aug 21, 2009",97
"Aug 29, 2009",115.837
"Sep 6, 2009",118.755
"Sep 14, 2009",146
"Sep 22, 2009",132.684
"Sep 30, 2009",114
"Oct 8, 2009",149.337
"Oct 16, 2009",177.51
"Oct 24, 2009",202.296
"Nov 1, 2009",224.235
"Nov 9, 2009",177.653
"Nov 17, 2009",277.408
"Nov 25, 2009",304.888
"Dec 3, 2009",301.357
"Dec 11, 2009",312.531
"Dec 19, 2009",
"Dec 27, 2009",187.398
"Jan 1, 2010",382.735
"Jan 9, 2010",343.5
"Jan 17, 2010",305.684
"Jan 25, 2010",
"Feb 2, 2010",311.806
"Feb 10, 2010",307.898
"Feb 18, 2010",262.296
"Feb 26, 2010",258.316
"Mar 6, 2010",257.551
"Mar 14, 2010",230.612
"Mar 22, 2010",194.959
