system:time_start,undefined
"Jan 1, 2001",224.605
"Jan 9, 2001",236.195
"Jan 17, 2001",222.857
"Jan 25, 2001",216.429
"Feb 2, 2001",183.1
"Feb 10, 2001",188.153
"Feb 18, 2001",199.906
"Feb 26, 2001",217.024
"Mar 6, 2001",152.196
"Mar 14, 2001",151.17
"Mar 22, 2001",108.627
"Mar 30, 2001",161.69
"Apr 7, 2001",165.388
"Apr 15, 2001",158.129
"Apr 23, 2001",
"May 1, 2001",
"May 9, 2001",
"May 17, 2001",100.137
"May 25, 2001",87.843
"Jun 2, 2001",103
"Jun 10, 2001",95.115
"Jun 18, 2001",40.209
"Jul 4, 2001",76.014
"Jul 12, 2001",68.648
"Jul 20, 2001",59.861
"Jul 28, 2001",64.341
"Aug 5, 2001",67.854
"Aug 13, 2001",66.129
"Aug 21, 2001",72.355
"Aug 29, 2001",103.272
"Sep 6, 2001",104.742
"Sep 14, 2001",94.007
"Sep 22, 2001",126.083
"Sep 30, 2001",
"Oct 8, 2001",182.693
"Oct 16, 2001",208.056
"Oct 24, 2001",197.77
"Nov 1, 2001",199.422
"Nov 9, 2001",266.101
"Nov 17, 2001",250.544
"Nov 25, 2001",217.742
"Dec 3, 2001",266.753
"Dec 11, 2001",232.941
"Dec 19, 2001",268.174
"Dec 27, 2001",180.184
"Jan 1, 2002",292.888
"Jan 9, 2002",208.359
"Jan 17, 2002",227.286
"Jan 25, 2002",195.526
"Feb 2, 2002",262.808
"Feb 10, 2002",281.324
"Feb 18, 2002",232.613
"Feb 26, 2002",204.941
"Mar 6, 2002",209.655
"Mar 14, 2002",204
"Mar 22, 2002",
"Mar 30, 2002",190.498
"Apr 7, 2002",175.122
"Apr 15, 2002",152.495
"Apr 23, 2002",112.122
"May 1, 2002",109.206
"May 9, 2002",122.502
"May 17, 2002",91.481
"May 25, 2002",
"Jun 2, 2002",88.812
"Jun 10, 2002",64.101
"Jun 18, 2002",54
"Jun 26, 2002",57.631
"Jul 4, 2002",68.933
"Jul 12, 2002",58.913
"Jul 20, 2002",71.728
"Jul 28, 2002",68.331
"Aug 5, 2002",69.237
"Aug 13, 2002",68.108
"Aug 21, 2002",88.62
"Aug 29, 2002",84.348
"Sep 6, 2002",93.916
"Sep 14, 2002",99.557
"Sep 22, 2002",123.575
"Sep 30, 2002",142.554
"Oct 8, 2002",192.962
"Oct 16, 2002",196.143
"Oct 24, 2002",147.073
"Nov 1, 2002",213.801
"Nov 9, 2002",254.617
"Nov 17, 2002",207.739
"Nov 25, 2002",319.54
"Dec 3, 2002",264.878
"Dec 11, 2002",271.336
"Dec 19, 2002",242.46
"Dec 27, 2002",167
"Jan 1, 2003",313.551
"Jan 9, 2003",208.962
"Jan 17, 2003",226.257
"Jan 25, 2003",265.275
"Feb 2, 2003",142.22
"Feb 10, 2003",248.52
"Feb 18, 2003",191.042
"Feb 26, 2003",239.523
"Mar 6, 2003",
"Mar 14, 2003",188.401
"Mar 22, 2003",192.638
"Mar 30, 2003",
"Apr 7, 2003",144.965
"Apr 15, 2003",116.199
"Apr 23, 2003",
"May 1, 2003",88.864
"May 9, 2003",91.289
"May 17, 2003",
"May 25, 2003",79.516
"Jun 2, 2003",70.195
"Jun 10, 2003",72
"Jun 18, 2003",70.544
"Jun 26, 2003",97.812
"Jul 4, 2003",70
"Jul 12, 2003",74.209
"Jul 20, 2003",76.095
"Jul 28, 2003",96
"Aug 5, 2003",74.084
"Aug 13, 2003",73.111
"Aug 21, 2003",86.3
"Aug 29, 2003",103.638
"Sep 6, 2003",96
