"month","year","monthly_sum"
1,2009,980.487125
1,2009,1003.261875
1,2009,995.6955
1,2009,894.09725
1,2009,857.95725
1,2009,758.776375
1,2009,997.947875
2,2009,860.250125
2,2009,947.88925
2,2009,910.887375
2,2009,835.11025
2,2009,857.149125
3,2009,828.058875
3,2009,920.24675
3,2009,951.857375
3,2009,946.406125
3,2009,862.32625
3,2009,871.276125
3,2009,837.132375
3,2009,887.5875
4,2009,504.125
4,2009,541.3445
4,2009,513.314
4,2009,462.87825
4,2009,480.94
4,2009,409.73
4,2009,470.4265
6,2009,251.837
6,2009,277.801125
6,2009,278.11975
6,2009,279.116875
6,2009,265.34275
6,2009,264.2705
6,2009,252.3605
6,2009,276.920625
7,2009,288.03325
7,2009,257.87475
8,2009,367.63875
8,2009,368.1925
8,2009,370.17975
8,2009,352.924
8,2009,340.072
8,2009,366.866375
9,2009,485.573
9,2009,504.729625
9,2009,516.64125
9,2009,511.729375
9,2009,502.387875
9,2009,498.013375
9,2009,487.77075
9,2009,505.1395
10,2009,734.710875
10,2009,738.299125
10,2009,722.51625
10,2009,722.476875
10,2009,709.896625
10,2009,740.22225
10,2009,708.54325
10,2009,709.738125
11,2009,985.96675
11,2009,1026.104
11,2009,1039.8585
11,2009,1043.262
11,2009,963.192
11,2009,1003.2085
11,2009,951.59475
11,2009,1011.397
12,2009,1293.72825
12,2009,1313.475875
12,2009,1323.06175
12,2009,1181.165875
12,2009,1246.156
12,2009,1204.2575
12,2009,1207.619625
1,2010,1600.18075
1,2010,1601.40225
1,2010,1648.846875
1,2010,1372.507375
1,2010,1479.72975
1,2010,1269.69425
1,2010,1534.99
2,2010,964.067375
2,2010,1172.01075
2,2010,1216.87775
2,2010,1232.264375
2,2010,1082.2615
2,2010,1059.720375
2,2010,1006.595
2,2010,1140.422125
3,2010,830.303875
3,2010,1038.84125
3,2010,951.874125
3,2010,905.239875
3,2010,822.82225
3,2010,1001.436125
4,2010,501.4175
4,2010,603.73775
4,2010,602.26875
4,2010,607.163
4,2010,540.777
4,2010,545.524
4,2010,474.1235
4,2010,593.79275
7,2010,256.60425
7,2010,276.756625
7,2010,297.576625
7,2010,297.026375
7,2010,263.226625
7,2010,263.749375
7,2010,251.85025
7,2010,277.106875
8,2010,452.641
8,2010,466.03675
8,2010,428.207625
8,2010,433.38775
9,2010,546.789375
9,2010,574.401125
9,2010,607.2225
9,2010,609.785875
9,2010,577.7585
9,2010,556.98475
9,2010,551.11325
9,2010,577.445625
10,2010,742.342875
10,2010,789.209375
10,2010,848.8605
10,2010,838.244375
10,2010,790.262875
10,2010,754.12725
10,2010,751.851375
10,2010,799.472125
11,2010,799.69175
11,2010,981.887
11,2010,1079.87325
11,2010,1052.791
11,2010,881.95325
11,2010,873.729
11,2010,779.4075
11,2010,958.22825
12,2010,803.579625
12,2010,974.617375
12,2010,1071.76575
12,2010,1063.87525
12,2010,885.01725
12,2010,873.0465
12,2010,785.121375
12,2010,956.79475
1,2011,886.735625
1,2011,1216.253375
1,2011,1441.704125
1,2011,1363.4105
1,2011,1068.8145
1,2011,1018.06175
1,2011,923.127125
1,2011,1177.81275
2,2011,910.523
2,2011,1156.408875
2,2011,1256.212875
2,2011,1277.99175
2,2011,1037.028
2,2011,996.46875
2,2011,935.125125
2,2011,1146.802
3,2011,879.418875
3,2011,1109.2505
3,2011,1142.2555
3,2011,1160.0935
3,2011,954.18
3,2011,972.1655
3,2011,857.30925
3,2011,1065.37575
4,2011,577.0475
4,2011,645.00125
4,2011,645.3235
4,2011,623.62525
4,2011,620.2985
4,2011,611.968
4,2011,567.2455
4,2011,637.6225
5,2011,403.783
5,2011,429.175875
5,2011,441.158
5,2011,440.781125
5,2011,406.143125
5,2011,412.291375
5,2011,376.404625
5,2011,424.62775
6,2011,276.34525
6,2011,294.867125
6,2011,302.840625
6,2011,304.260875
8,2011,394.201125
8,2011,415.98425
8,2011,414.479375
8,2011,373.075375
8,2011,370.418625
8,2011,341.382875
8,2011,393.453125
9,2011,541.10025
9,2011,617.940875
9,2011,625.56325
9,2011,625.64
9,2011,558.32625
9,2011,569.24225
9,2011,491.819
9,2011,612.184625
10,2011,729.167875
10,2011,926.839
10,2011,911.3515
10,2011,917.391625
10,2011,834.105375
10,2011,813.051125
10,2011,747.694125
10,2011,892.16025
11,2011,1041.86225
11,2011,1221.797
11,2011,1291.04575
11,2011,1260.66675
11,2011,1088.76825
11,2011,1100.4855
11,2011,948.8585
11,2011,1198.15175
12,2011,715.55575
12,2011,1135.187375
12,2011,1089.178875
12,2011,1164.786
12,2011,893.28525
12,2011,701.231875
12,2011,1098.37125
1,2012,674.48425
1,2012,950.636
1,2012,936.513125
1,2012,921.709375
1,2012,749.545625
1,2012,781.1595
1,2012,676.2425
1,2012,868.786125
2,2012,970.25725
2,2012,1050.078
2,2012,1013.269375
2,2012,1026.475125
2,2012,890.126375
2,2012,978.5295
2,2012,828.268
2,2012,983.808375
3,2012,907.332875
3,2012,1134.006875
3,2012,1000.138
3,2012,1062.7375
3,2012,931.35575
3,2012,989.709875
3,2012,896.648875
3,2012,1013.2165
4,2012,534.77
4,2012,613.342375
4,2012,523.08825
4,2012,580.318625
4,2012,516.5215
4,2012,571.016625
4,2012,508.505625
4,2012,546.821625
5,2012,391.963625
5,2012,442.73375
5,2012,402.09325
5,2012,401.781375
5,2012,377.35775
5,2012,412.4585
5,2012,355.828
5,2012,410.315375
6,2012,301.3095
6,2012,329.3335
6,2012,313.0355
6,2012,315.423
6,2012,293.601
6,2012,311.75325
6,2012,287.19025
6,2012,309.726
7,2012,281.63675
7,2012,332.44175
7,2012,315.950375
7,2012,321.38375
7,2012,298.051625
7,2012,315.327375
7,2012,281.97375
7,2012,317.299625
8,2012,426.44275
8,2012,449.35825
8,2012,430.417625
8,2012,438.35525
8,2012,422.042875
8,2012,432.430375
8,2012,413.1685
8,2012,436.322875
9,2012,538.41325
9,2012,562.154
9,2012,533.878
9,2012,523.27
9,2012,548.582
9,2012,521.62675
9,2012,541.1485
10,2012,801.60025
10,2012,915.91725
10,2012,852.42525
10,2012,867.0485
10,2012,856.48825
10,2012,851.038875
10,2012,805.594875
10,2012,895.603375
11,2012,1059.492
11,2012,1116.1635
11,2012,1073.694125
11,2012,1041.002625
11,2012,1028.144375
11,2012,1076.715625
11,2012,989.255625
11,2012,1074.71125
12,2012,1239.4665
12,2012,1348.6305
12,2012,1219.014375
12,2012,1178.702625
12,2012,1219.184375
12,2012,1294.78875
12,2012,1154.211
12,2012,1289.410125
1,2013,1105.691625
1,2013,1268.083875
1,2013,1227.276875
1,2013,1121.432375
2,2013,850.169625
2,2013,1047.2525
2,2013,1115.202125
2,2013,1085.648375
2,2013,992.378125
2,2013,925.865875
2,2013,866.6965
2,2013,1121.35425
3,2013,922.006125
3,2013,1066.351625
3,2013,982.78075
3,2013,962.7205
3,2013,876.849
3,2013,983.34475
3,2013,809.678875
3,2013,983.816875
4,2013,637.105
4,2013,648.92725
4,2013,598.13825
4,2013,560.63225
4,2013,592.5395
4,2013,650.07475
4,2013,588.651
4,2013,605.1585
5,2013,389.042625
5,2013,425.546875
5,2013,386.637125
5,2013,406.5125
5,2013,367.584125
5,2013,402.76825
6,2013,330.292
6,2013,359.835375
6,2013,346.719
6,2013,347.725
6,2013,339.845625
6,2013,347.1955
6,2013,314.930375
6,2013,357.639125
7,2013,303.695875
7,2013,335.46675
7,2013,336.362125
7,2013,327.366625
7,2013,314.63825
7,2013,316.505
7,2013,295.2795
7,2013,325.019125
8,2013,383.593625
8,2013,434.6105
8,2013,425.2665
8,2013,410.3655
8,2013,384.087125
8,2013,401.34875
8,2013,349.354
8,2013,412.022375
9,2013,493.51675
9,2013,575.4605
9,2013,546.758625
9,2013,531.731375
9,2013,498.61575
9,2013,530.5965
9,2013,463.41275
9,2013,549.970125
10,2013,859.051125
10,2013,920.286
10,2013,864.925875
10,2013,872.735125
10,2013,829.251125
10,2013,880.27375
10,2013,796.73425
10,2013,894.675
11,2013,1232.5145
11,2013,1365.49875
11,2013,1296.98
11,2013,1268.46
11,2013,1183.2935
11,2013,1293.73625
11,2013,1091.58775
11,2013,1310.33075
1,2014,1118.235
1,2014,1469.9855
1,2014,1357.37875
1,2014,1325.55675
1,2014,1308.99675
1,2014,1287.426125
1,2014,1155.841375
1,2014,1345.778625
2,2014,992.68375
2,2014,1361.044375
2,2014,1150.27425
2,2014,1405.545875
2,2014,1135.002125
2,2014,1129.644875
2,2014,1032.87125
2,2014,1305.747375
3,2014,1091.0045
3,2014,1057.464375
3,2014,984.861
3,2014,976.270125
3,2014,955.837875
3,2014,1064.373
3,2014,903.659375
3,2014,1025.04175
4,2014,569.07575
4,2014,609.80675
4,2014,565.54
4,2014,573.37625
4,2014,542.47925
4,2014,583.605
4,2014,507.82
4,2014,594.33425
6,2014,299.946875
6,2014,328.163375
6,2014,318.276625
6,2014,319.467375
6,2014,301.059125
6,2014,311.019125
6,2014,291.375875
6,2014,319.571125
7,2014,363.4715
7,2014,389.190125
7,2014,374.684625
7,2014,377.72
7,2014,348.277125
7,2014,372.206125
7,2014,338.11575
7,2014,372.35375
8,2014,444.501
8,2014,505.402625
8,2014,484.20975
8,2014,482.376
8,2014,450.75075
8,2014,473.312
8,2014,435.233875
8,2014,465.609
9,2014,641.31575
9,2014,609.270625
9,2014,578.159
9,2014,567.58875
10,2014,924.21825
10,2014,981.60675
10,2014,947.8915
10,2014,934.513
10,2014,917.43725
10,2014,946.8725
10,2014,911.018875
10,2014,946.23925
11,2014,1376.857
11,2014,1335.83175
11,2014,1343.586
11,2014,1251.644
11,2014,1344.59475
11,2014,1242.438
11,2014,1342.96525
12,2014,1207.772125
12,2014,1516.19175
12,2014,1495.49325
12,2014,1520.94775
12,2014,1287.852375
12,2014,1259.400125
12,2014,1155.024125
12,2014,1521.6345
1,2015,1470.415625
1,2015,1414.731875
1,2015,1360.016125
1,2015,1402.3555
1,2015,1281.364875
1,2015,1434.94075
2,2015,1148.66
2,2015,1381.632125
2,2015,1387.6925
2,2015,1408.98
2,2015,1081.7975
2,2015,1220.812125
2,2015,979.001625
2,2015,1260.88925
3,2015,1019.89825
3,2015,1168.213
3,2015,1247.122875
3,2015,1280.582
3,2015,987.233875
3,2015,1046.621625
3,2015,903.252
3,2015,1151.618
4,2015,707.00775
4,2015,809.07725
4,2015,686.13375
4,2015,706.15425
4,2015,618.3115
4,2015,725.11275
4,2015,563.9605
4,2015,752.193
5,2015,377.784
5,2015,408.005875
5,2015,346.49525
5,2015,415.8675
5,2015,337.912375
5,2015,403.6365
6,2015,279.115125
6,2015,308.33575
6,2015,298.572125
6,2015,279.246
6,2015,290.603875
6,2015,269.164375
6,2015,294.1695
7,2015,367.753875
7,2015,389.067
7,2015,390.7745
7,2015,377.245125
7,2015,366.53125
7,2015,383.7565
8,2015,491.465375
8,2015,478.93025
8,2015,477.34725
8,2015,466.488
9,2015,619.08925
9,2015,610.57475
9,2015,628.849625
9,2015,605.54325
10,2015,828.01925
10,2015,844.98975
10,2015,814.338125
10,2015,758.028
10,2015,847.80625
11,2015,1151.44175
11,2015,1266.4615
11,2015,1264.33825
11,2015,1277.023
11,2015,1132.1255
11,2015,1193.51775
11,2015,1094.309
11,2015,1215.3245
12,2015,982.18625
12,2015,1281.145125
12,2015,1241.263375
12,2015,1315.145625
12,2015,1094.08075
12,2015,1033.09275
12,2015,1067.619625
12,2015,1196.3665
1,2016,1557.4705
1,2016,1390.329625
1,2016,1341.336625
2,2016,1470.175625
2,2016,1450.8535
2,2016,1461.04675
2,2016,1466.1185
2,2016,1131.594375
2,2016,1402.484875
2,2016,1161.799875
2,2016,1248.705875
7,2016,379.73325
7,2016,387.87625
7,2016,384.09375
7,2016,386.1555
7,2016,365.1765
7,2016,379.2515
7,2016,363.213875
7,2016,380.93275
9,2016,580.845
9,2016,689.767
9,2016,692.4405
9,2016,696.73875
9,2016,624.92025
9,2016,629.1355
9,2016,593.505
9,2016,679.0835
10,2016,981.341125
10,2016,1030.697125
10,2016,1008.88325
10,2016,1020.069
10,2016,929.623375
10,2016,993.29825
10,2016,894.152375
10,2016,1001.6435
11,2016,1234.979625
11,2016,1425.488
11,2016,1245.197125
11,2016,1290.177875
11,2016,1193.926375
11,2016,1305.521
11,2016,1135.049
11,2016,1303.908375
12,2016,911.63225
12,2016,986.0785
12,2016,964.31725
12,2016,907.869125
1,2017,1399.389125
1,2017,1663.264
1,2017,1598.050125
1,2017,1628.6095
1,2017,1547.859125
1,2017,1505.522625
1,2017,1387.33225
1,2017,1707.064375
2,2017,1133.270125
2,2017,1123.33225
2,2017,1111.89125
2,2017,1115.914
2,2017,1135.964125
2,2017,1165.18875
2,2017,1132.019625
3,2017,1293.59225
3,2017,1307.8225
3,2017,1112.893375
3,2017,1180.009125
3,2017,1117.915875
3,2017,1246.242
3,2017,1106.694
3,2017,1247.03825
4,2017,566.0335
4,2017,581.53625
4,2017,542.56525
4,2017,531.509
4,2017,561.09925
4,2017,542.684
4,2017,548.61475
5,2017,360.323125
5,2017,363.77
5,2017,357.98425
5,2017,358.002
5,2017,355.908125
5,2017,361.615
5,2017,356.9495
5,2017,361.118125
6,2017,352.21825
6,2017,362.458625
6,2017,355.612375
6,2017,358.307
6,2017,345.632375
6,2017,353.5485
6,2017,345.09175
6,2017,355.640375
7,2017,394.792375
7,2017,380.450875
7,2017,385.777
7,2017,377.7405
10,2017,885.929875
10,2017,917.715625
10,2017,875.450625
10,2017,902.93675
10,2017,895.221
10,2017,890.6525
10,2017,889.945125
10,2017,892.255625
11,2017,1010.05875
11,2017,1133.5985
11,2017,1110.62925
11,2017,1148.4315
11,2017,1023.1865
11,2017,1031.6635
11,2017,980.08875
11,2017,1094.81375
12,2017,947.619875
12,2017,1160.228375
12,2017,1183.54475
12,2017,1257.456875
12,2017,924.83275
12,2017,995.769
12,2017,832.375
12,2017,1109.528125
1,2018,909.364375
1,2018,1294.261875
1,2018,1313.433625
1,2018,1397.08325
1,2018,1043.182375
1,2018,1038.98
1,2018,870.467875
1,2018,1194.461875
2,2018,800.623875
2,2018,1124.682
2,2018,1150.110875
2,2018,1164.733125
2,2018,842.5855
2,2018,916.113
2,2018,743.1735
2,2018,1049.39225
3,2018,778.24725
3,2018,974.898125
3,2018,969.71075
3,2018,974.382375
3,2018,841.693125
3,2018,847.6885
3,2018,744.082625
3,2018,949.866875
5,2018,376.907
5,2018,376.4515
5,2018,379.46325
5,2018,379.094375
6,2018,304.71075
6,2018,312.913375
6,2018,309.249
6,2018,304.440625
6,2018,307.072375
6,2018,301.714
6,2018,309.179125
7,2018,338.30925
7,2018,351.841
7,2018,350.877625
7,2018,354.775
7,2018,338.117375
7,2018,342.279875
7,2018,334.404625
7,2018,347.3885
8,2018,441.872125
8,2018,466.397
8,2018,455.204
8,2018,453.94175
8,2018,439.40575
8,2018,449.4475
8,2018,432.5525
8,2018,447.793
9,2018,693.155625
9,2018,701.661875
9,2018,668.71825
9,2018,670.497
9,2018,663.11975
9,2018,690.33175
9,2018,666.07
9,2018,679.812625
10,2018,1023.72325
10,2018,1036.650125
10,2018,1007.55875
10,2018,1006.31725
10,2018,961.302
10,2018,1017.58125
10,2018,958.3725
10,2018,997.430875
11,2018,1280.482
11,2018,1383.96475
11,2018,1255.238
11,2018,1283.592
11,2018,1168.0645
11,2018,1305.75625
11,2018,1103.38325
11,2018,1276.98525
12,2018,1105.839875
12,2018,1275.1765
12,2018,1397.45775
12,2018,1377.121
12,2018,1114.189625
12,2018,1092.9805
12,2018,974.369625
12,2018,1211.399625
2,2019,1207.951875
2,2019,1505.291875
2,2019,1472.636875
2,2019,1473.169
2,2019,1265.14875
2,2019,1321.047375
2,2019,1162.293625
2,2019,1487.716
3,2019,1005.850375
3,2019,1109.35175
3,2019,914.584625
3,2019,990.041375
3,2019,947.440375
3,2019,1044.232
3,2019,945.277125
3,2019,1025.982625
4,2019,594.1125
4,2019,572.96175
4,2019,601.13
4,2019,566.967
5,2019,374.456125
5,2019,372.177
5,2019,378.26625
5,2019,374.9065
5,2019,372.385375
5,2019,369.155125
5,2019,373.795625
6,2019,300.301
6,2019,327.392125
6,2019,312.869
6,2019,319.06525
6,2019,303.694
6,2019,310.195375
6,2019,298.529625
6,2019,319.666375
7,2019,350.520375
7,2019,345.298875
7,2019,347.86875
7,2019,336.8935
7,2019,343.59925
7,2019,334.80075
7,2019,347.257
8,2019,414.587625
8,2019,455.793875
8,2019,444.222125
8,2019,446.6695
8,2019,417.17475
8,2019,426.393125
8,2019,411.50675
8,2019,438.79525
9,2019,592.388
9,2019,603.48925
9,2019,554.540375
9,2019,568.58925
9,2019,560.372
9,2019,588.321125
9,2019,561.7945
9,2019,575.088375
10,2019,950.373875
10,2019,957.148875
10,2019,884.6745
10,2019,894.18025
10,2019,921.35225
10,2019,948.26575
10,2019,917.15725
10,2019,920.004375
11,2019,1447.54625
11,2019,1451.28575
11,2019,1198.46525
11,2019,1245.2395
11,2019,1290.2605
11,2019,1448.93775
11,2019,1279.7685
11,2019,1355.78625
12,2019,1337.608
12,2019,1500.642375
12,2019,1192.616375
12,2019,1341.7275
12,2019,1245.345
12,2019,1396.780875
12,2019,1273.375125
12,2019,1339.217
1,2020,1451.88075
1,2020,1668.8225
1,2020,1287.744125
1,2020,1162.597
1,2020,1446.891
1,2020,1569.9725
1,2020,1408.529625
1,2020,1569.359625
2,2020,1322.96925
2,2020,1372.7355
2,2020,1184.849875
2,2020,1085.6445
2,2020,1098.679
2,2020,1307.9275
2,2020,1009.579875
2,2020,1272.717375
3,2020,893.701
3,2020,1118.118125
